first.name,last.name,ID,h.index,i10.index,citations,years.active,tweets,following,followers,username,twitter
Ivan,Turok,ptu27,6,2,113,30,,,,,0
Matthew,Turner,ptu3,14,16,1503,26,,,,,0
Alexandru,Tugui,ptu31,1,0,3,10,,,,,0
Sergio,Turner,ptu33,1,0,1,1,,,,,0
Catherine,Tucker,ptu36,12,13,366,12,,,,,0
Paul,Turner,ptu4,8,6,223,30,,,,,0
Sean,Turnell,ptu40,3,0,23,11,,,,,0
Henry,Tulkens,ptu41,14,21,1308,38,,,,,0
Gilberto,Turati,ptu43,10,10,355,17,,,,,0
Semih,Tumen,ptu44,6,0,62,8,250,495,342, @semihtumen ,1
Alessandro,Turrini,ptu45,15,28,876,22,,,,,0
Zdenek,Tuma,ptu46,2,0,14,20,,,,,0
Elif,Tunali,ptu47,1,0,1,7,,,,,0
Simone,Tuor Sartore,ptu48,4,1,52,9,,,,,0
Frantisek,Turnovec,ptu49,5,2,61,24,,,,,0
Stephen J,Turnovsky,ptu5,36,104,3966,49,,,,,0
Matteo,Turri,ptu50,1,1,21,1,,,,,0
Stéphane,Turolla,ptu51,4,0,25,11,,,,,0
Nesve,Brewster,ptu53,2,0,11,4,,,,,0
John,Turner,ptu54,7,5,234,12,,,,,0
Chad,Turner,ptu56,4,3,112,7,,,,,0
Ciprian,Turturean,ptu59,1,0,1,5,,,,,0
Jaime,Turrion,ptu6,1,0,9,15,,,,,0
Mehmet,Turk,ptu60,1,0,3,1,,,,,0
Steven,Tucker,ptu61,10,11,842,17,,,,,0
Markland,Tuttle,ptu62,2,2,59,10,,,,,0
Sandy,Tubeuf,ptu63,6,5,169,9,834,474,308, @tube_of_sand ,1
Graham,Turner,ptu64,3,1,78,1,,,,,0
Karen,Turner,ptu65,13,16,645,14,,,,,0
Belgi,Turan,ptu66,4,2,82,9,,,,,0
Monica,Tudor,ptu67,1,0,3,13,,,,,0
Jiong,Tu,ptu68,1,0,3,3,,,,,0
Pavel,Tuleja,ptu70,1,0,3,3,,,,,0
Francesco,Turino,ptu72,5,1,50,7,,,,,0
Cristiana,Tudor,ptu73,4,1,33,8,,,,,0
Cassio,Turra,ptu74,6,6,149,13,,,,,0
G.Yazgi,Tutuncu,ptu77,2,0,9,1,,,,,0
Anca,Vacar,ptu79,2,0,10,7,,,,,0
Onur,Tutulmaz,ptu80,1,1,14,3,,,,,0
Antonella,Tutino,ptu81,4,2,53,8,,,,,0
Tracy,Turner,ptu82,5,5,94,13,,,,,0
Paola,Tubaro,ptu83,2,0,11,14,,,,,0
Merxe,Tudela,ptu84,7,7,177,8,,,,,0
Fabio,Tufano,ptu86,2,2,84,5,,,,,0
Anca,Turtureanu,ptu87,1,0,4,6,,,,,0
Gerard,Turley,ptu88,1,1,19,1,,,,,0
David,Tufte,ptu90,5,2,90,9,,,,,0
Annie,Tubadji,ptu91,2,1,27,8,,,,,0
John,Turner,ptu93,7,3,173,17,,,,,0
Bertil,Tungodden,ptu94,15,23,960,24,,,,,0
Francis,Tuan,ptu95,6,2,84,18,,,,,0
David,Tuesta,ptu97,5,4,95,13,"15,300",472,"3,856", @tuestadavid ,1
Mich,Tvede,ptv1,6,2,104,25,,,,,0
Ragnar,Tveterås,ptv3,12,14,329,16,,,,,0
Sigbjorn,Tveteras,ptv4,4,0,36,12,,,,,0
George,Tweneboah,ptw2,4,2,50,8,,,,,0
Daniel,Twerefou,ptw6,2,0,8,10,,,,,0
Tate,Twinam,ptw7,1,0,3,3,,,,,0
Cian,Twomey,ptw8,1,0,1,1,,,,,0
Jean-Robert,Tyran,pty1,20,35,1490,25,,,,,0
Eric,Tymoigne,pty10,5,1,75,12,,,,,0
Marcelo,Tyszler,pty12,1,0,2,6,,,,,0
James,Tybout,pty13,19,25,3844,44,,,,,0
Christopher,Tyson,pty15,4,3,67,13,,,,,0
Agnieszka,Tymula,pty17,3,1,89,6,,,,,0
Anna,Tykhonenko,pty18,4,1,74,13,,,,,0
Alla,Tyndik,pty19,1,0,1,2,,,,,0
John,Tyler,pty2,9,8,277,21,,,,,0
Yulia,Tyumeneva,pty21,1,0,4,8,,,,,0
Wallace,Tyner,pty25,12,17,681,42,,,,,0
Justin,Tyndall,pty26,1,0,1,1,,,,,0
Bryan,Tysinger,pty28,1,0,4,2,,,,,0
Rodney,Tyers,pty4,10,10,469,35,,,,,0
Joanna,Tyrowicz,pty6,5,0,118,11,,,,,0
Tereza,Tykvova,pty8,8,5,110,18,,,,,0
Irina,Tytell,pty9,6,5,245,5,,,,,0
Irene,Tzouramani,ptz10,2,0,14,17,,,,,0
Panagiota,Tzamourani,ptz11,6,5,146,17,,,,,0
Vasil,Tzanov,ptz12,2,0,12,18,,,,,0
Elias,Tzavalis,ptz13,10,11,612,23,,,,,0
Tomas,Tozser,ptz16,1,0,2,1,,,,,0
Chi-Feng,Tzeng,ptz17,1,0,1,1,,,,,0
Panayiotis,Tzeremes,ptz18,1,0,3,3,,,,,0
Vangelis,Tzouvelekas,ptz4,13,17,517,20,,,,,0
Tze-Haw,Chan,ptz5,5,2,59,13,,,,,0
Nickolaos,Tzeremes,ptz6,10,10,338,13,,,,,0
Konstantinos,Tzioumis,ptz7,4,3,56,11,,,,,0
Panagiotis,Tziogkidis,ptz8,1,1,12,7,,,,,0
Dimitris,Tzelepis,ptz9,3,2,31,9,,,,,0
Gerardo,Uña,pua1,1,0,1,10,,,,,0
Rafael,Uaiene,pua4,3,1,73,16,,,,,0
Angel,Ubide,pub1,9,9,332,21,"1,147",423,"2,165", @angelubide ,1
Paloma,Ubeda,pub10,3,1,29,6,208,488,229, @ubedapaloma ,1
Jan,Ubøe,pub12,4,1,63,22,,,,,0
Gerardo,Ubilla-Bravo,pub13,1,0,4,10,,,,,0
Teodora,Uberti,pub5,7,7,232,10,,,,,0
Diego,Ubfal,pub6,6,5,90,10,,,,,0
David,Ubilava,pub8,4,2,69,11,385,148,183, @dubilava ,1
Taisuke,Uchino,puc10,3,1,24,3,,,,,0
Emi,Uchida,puc11,7,7,257,10,,,,,0
Okyay,Ucan,puc13,1,1,12,11,,,,,0
Shinsuke,Uchida,puc15,3,0,15,7,,,,,0
Meltem,Ucal,puc2,1,0,3,7,,,,,0
Hirofumi,Uchida,puc3,10,10,345,14,,,,,0
Merih,Uctum,puc4,9,9,295,30,,,,,0
Ramazan,Uctu,puc5,1,0,3,2,,,,,0
Remzi,Uctum,puc7,5,1,62,21,,,,,0
Ichihiro,Uchida,puc8,1,0,1,6,,,,,0
Nuri,Ucar,puc9,3,2,75,8,,,,,0
Frederic,Udina,pud1,4,2,47,13,,,,,0
Mioara,Udrica,pud10,1,0,1,1,,,,,0
Gazi,Uddin,pud12,7,6,144,7,,,,,0
Darshana,Udayanganie,pud15,1,0,2,1,,,,,0
Christopher,Udry,pud2,19,25,3050,28,,,,,0
Gregory,Udell,pud9,29,46,5024,30,,,,,0
Kozo,Ueda,pue11,8,7,267,18,,,,,0
Alexander,Ueberfeldt,pue12,6,5,96,10,,,,,0
Iichiro,Uesugi,pue13,7,6,194,15,,,,,0
Yasushi,Ueki,pue14,4,2,71,14,,,,,0
Shuichi,Uemura,pue15,1,0,1,6,,,,,0
Tetsuya,Uetake,pue17,1,0,2,3,,,,,0
Masako,Ueda,pue2,6,6,244,13,,,,,0
Kenichi,Ueda,pue4,10,11,317,15,,,,,0
Silke,Uebelmesser,pue5,8,8,204,17,,,,,0
Martin,Uebele,pue7,5,1,52,11,67,61,57, @martinuebele ,1
Kazuo,Ueda,pue8,11,12,387,39,,,,,0
Andreas,Ufen,puf1,1,0,5,9,,,,,0
Aneta,Ufert,puf2,1,0,2,4,,,,,0
Stefano,Ugolini,pug10,5,4,97,8,,,,,0
Darwin,Ugarte Ontiveros,pug11,2,0,11,12,,,,,0
Andrea,Ugolini,pug17,4,3,58,2,,,,,0
James,Uguccioni,pug18,2,0,8,1,,,,,0
Ugo,Marani,pug2,1,0,3,10,,,,,0
Erginbay,Ugurlu,pug21,2,1,62,7,,,,,0
Ali,Ugur,pug4,4,2,44,3,,,,,0
Arantza,Ugidos,pug5,7,7,271,22,,,,,0
Elisa,Ughetto,pug7,1,0,3,1,,,,,0
Cristina,Ugolini,pug8,5,0,52,14,,,,,0
Mehmet,Ugur,pug9,5,3,85,14,,,,,0
Harald,Uhlig,puh1,29,47,4941,30,,,,,0
Daniel,Uhr,puh11,1,0,1,5,,,,,0
Arne,Uhlendorff,puh2,13,16,518,14,,,,,0
Gerald,Uhlich,puh3,3,2,108,11,,,,,0
SC Noah,Uhrig,puh5,4,2,100,10,,,,,0
Matthias,Uhl,puh6,2,0,7,1,,,,,0
Andre,Uhde,puh7,5,3,183,11,,,,,0
Johannes,Uhde,puh8,2,1,17,2,,,,,0
Matthias,Uhl,puh9,1,0,3,2,,,,,0
Andreas,Uihlein,pui1,2,0,7,1,,,,,0
Takashi,Ui,pui3,8,8,221,15,,,,,0
Gergely,Ujhelyi,puj2,6,4,148,18,,,,,0
Kadri,Ukrainski,puk2,2,0,12,16,,,,,0
Sadik,Çukur,puk6,1,0,1,8,,,,,0
Benjamin,Ukert,puk7,2,1,15,1,,,,,0
Nadiya,Ukrayinchuk,puk9,2,0,15,9,,,,,0
Philippe,Ulmann,pul1,4,1,70,14,,,,,0
Aljaz,Ule,pul10,1,1,32,14,,,,,0
Mehmet,Ulubasoglu,pul12,8,4,285,16,,,,,0
John,Ulhøi,pul14,2,1,36,10,,,,,0
Neslihan,Uler,pul15,5,2,62,9,,,,,0
Holley,Ulbrich,pul17,1,0,2,1,,,,,0
Veysel,Ulusoy,pul2,2,0,14,14,,,,,0
Katrin,Ullrich,pul21,5,5,146,11,,,,,0
Aman,Ullah,pul22,14,16,1293,39,,,,,0
John,Ulimwengu,pul23,6,2,152,14,,,,,0
Levent,Ülkü,pul24,3,0,22,9,,,,,0
Carlos,Ulibarri,pul25,3,0,16,18,,,,,0
Hannes,Ullrich,pul28,3,1,39,8,,,,,0
Eskil,Ullberg,pul29,2,0,9,9,,,,,0
Maria,Ciupac-Ulici,pul30,1,0,2,6,,,,,0
Karen Helene,Ulltveit-Moe,pul33,15,21,1133,20,,,,,0
Mustafa,Ulus,pul34,3,0,16,13,,,,,0
Akbar,Ullah,pul35,1,0,2,5,,,,,0
Gabriel,Ulyssea,pul37,4,3,129,13,,,,,0
Robert,Ulbricht,pul38,2,0,15,4,,,,,0
Olga,Lorenz,pul41,2,1,20,1,,,,,0
Dirk,Ulbricht,pul42,4,0,49,12,,,,,0
Irfan,Ullah,pul46,1,0,2,4,,,,,0
Barbara,Ulloa,pul47,1,1,13,6,,,,,0
Hulya,Ulku,pul49,5,5,131,12,,,,,0
Muhammad,Abrar ul haq,pul50,3,1,36,5,,,,,0
Numan,Ülkü,pul52,3,1,30,15,,,,,0
Arzu,Uluc,pul53,2,0,9,3,,,,,0
Mehmet,Ulu,pul56,3,0,22,3,,,,,0
Olcay,Çulha,pul59,1,0,2,11,,,,,0
Simen,Ulsaker,pul62,1,0,2,3,,,,,0
Eric,Ulm,pul66,4,0,38,11,,,,,0
Aydogan,Ulker,pul9,5,2,71,12,,,,,0
Marc,Umber,pum17,3,1,59,6,,,,,0
Chieko,Umetsu,pum2,3,2,55,11,,,,,0
Kalu,Uma,pum20,7,7,257,4,,,,,0
Wendy,Umberger,pum25,10,10,373,17,,,,,0
Stanislaw,Uminski,pum8,2,0,10,4,,,,,0
Bulent,Unel,pun11,8,6,315,14,,,,,0
Burcin,Unel,pun12,1,0,2,1,,,,,0
Laura,Ungureanu,pun14,2,0,10,4,,,,,0
Gerhard,Untiedt,pun15,7,6,201,22,,,,,0
Murat,Üngör,pun16,3,1,40,15,,,,,0
Birgit,Unger,pun17,1,0,1,3,,,,,0
A. Sinan,Ünür,pun18,1,1,44,9,,,,,0
Emilia,Ungureanu,pun19,1,0,2,2,,,,,0
Utku,Unver,pun2,17,27,965,19,,,,,0
Deren,Unalmis,pun22,6,3,86,14,,,,,0
Ibrahim,Unalmis,pun23,4,1,44,9,,,,,0
Umut,Unal,pun25,2,0,7,6,,,,,0
Filiz,Unsal,pun26,7,5,168,9,,,,,0
Gabriela,Ungureanu,pun27,1,0,1,1,,,,,0
Jim,Unterschultz,pun28,6,3,129,24,,,,,0
Kurt,Unger,pun31,2,0,10,33,,,,,0
Fatma,Unal,pun32,1,0,5,2,,,,,0
Jeemol,Unni,pun33,3,1,79,24,880,355,480, @jeemolunni ,1
Mihai,Ungureanu,pun34,1,0,1,3,,,,,0
Florian,Unger,pun36,1,0,1,3,,,,,0
Ilkay,Unay Gailhard,pun38,1,0,1,2,,,,,0
Martin,Ungerer,pun42,3,0,17,2,,,,,0
Robert,Unger,pun43,1,0,7,2,,,,,0
Manuela,Unguru,pun46,2,1,17,14,,,,,0
Bartosz,Uniejewski,pun47,1,0,6,1,,,,,0
Haluk,Unal,pun48,10,11,416,28,,,,,0
Anthony,Underwood,pun49,1,0,3,2,,,,,0
Laurian,Unnevehr,pun6,12,15,468,31,,,,,0
Takashi,Unayama,pun9,4,2,59,16,,,,,0
Kamal,Upadhyaya,pup1,7,4,201,23,,,,,0
Richard,Upward,pup10,13,19,601,26,,,,,0
Kristian,Uppenberg,pup11,4,1,44,11,,,,,0
Jamshed,Uppal,pup13,3,1,31,24,,,,,0
Raman,Uppal,pup16,17,24,1515,23,,,,,0
Christian,Upper,pup18,10,12,846,17,,,,,0
Veronika,Baranová,pup19,4,2,61,1,,,,,0
Mukti,Upadhyay,pup2,6,5,252,21,,,,,0
Charles,Upton,pup20,4,4,135,9,,,,,0
Gregory,Upton,pup21,1,0,9,1,,,,,0
Anupama,Uppal,pup23,1,0,9,1,,,,,0
Sharanjit,Uppal,pup5,1,1,11,12,,,,,0
Mulakala,Upender,pup6,3,0,17,9,,,,,0
Yogesh,Uppal,pup7,5,2,77,8,,,,,0
Jean-Pierre,Urbain,pur1,15,23,783,28,,,,,0
Miguel,Urquiola,pur10,12,13,659,21,,,,,0
Takuya,Urakami,pur14,4,2,75,10,,,,,0
Dieter,Urban,pur15,10,10,300,13,,,,,0
Beyza,Ural Marchand,pur16,5,4,107,14,,,,,0
Carlos,Urzúa,pur17,4,4,161,30,,,,,0
Heinrich,Ursprung,pur18,17,23,1020,37,,,,,0
Nigussie,Uregia,pur19,1,0,4,1,,,,,0
Carlos,Urrutia,pur2,7,7,345,16,,,,,0
Lawrence,Uren,pur20,3,0,22,9,,,,,0
Loredana,Ureche-Rangau,pur21,5,2,65,7,,,,,0
Miguel,Urrutia,pur24,6,4,99,39,,,,,0
Ludovic,Urgeghe,pur29,2,0,11,3,,,,,0
Waltraut,Urban,pur30,4,1,43,14,,,,,0
Ivica,Urban,pur33,5,4,87,14,,,,,0
Ezequiel,Uriel,pur34,8,6,254,25,,,,,0
José,Uriarte,pur37,2,0,18,27,,,,,0
Giovanni,Ursino,pur39,4,1,47,6,,,,,0
Peter,Urwin,pur40,5,2,83,15,,,,,0
Shujiro,Urata,pur41,11,11,342,38,,,,,0
Amparo,Urbano,pur42,7,4,215,28,,,,,0
Jorge,Uribe,pur43,2,0,14,2,"2,665",27,240, @jorgemariouribe ,1
Thijs,Urlings,pur45,1,0,5,4,,,,,0
David,Urbano,pur46,7,6,142,9,,,,,0
Sergio,Urzua,pur49,12,15,1566,15,,,,,0
Marcela,Urrutia,pur51,1,0,3,3,,,,,0
Francisco,Urzúa I.,pur52,3,1,32,8,,,,,0
Burak,Uras,pur54,2,1,26,5,,,,,0
Michal,Urdanivia,pur57,2,0,8,3,,,,,0
Ana,Urrutia,pur58,5,2,57,6,,,,,0
Roberto,Urrunaga,pur63,1,0,6,15,,,,,0
Krzysztof,Urbanowicz,pur64,1,0,10,7,,,,,0
Ioana,Horodnic,pur65,38,69,5950,5,,,,,0
Richard,Durech,pur66,5,2,147,1,,,,,0
Ana,Urraca-Ruiz,pur67,1,0,3,10,,,,,0
Maria Cesira,Urzì Brancati,pur68,3,0,24,4,,,,,0
Minodora,Ursacescu,pur69,1,0,3,9,,,,,0
Giovanni,Urga,pur7,14,18,600,25,,,,,0
Joaquin,Urrego,pur70,1,0,2,3,,,,,0
Kirsten,Urban,pur73,1,0,4,5,,,,,0
Juan,Uribe Trujillo,pur74,1,0,1,4,,,,,0
Alejandra,Uribe,pur77,1,0,1,1,,,,,0
Satoshi,Urasawa,pur78,2,0,8,12,,,,,0
Elena,Urquia-Grande,pur79,1,0,4,14,,,,,0
Diemo,Urbig,pur8,4,1,44,14,,,,,0
Giulia,Urso,pur81,1,0,8,4,,,,,0
Daniel,Uritu,pur82,1,0,1,2,,,,,0
Andrzej,Zurawski,pur83,3,0,27,6,,,,,0
Rodrigo,Uribe,pur84,2,0,10,5,,,,,0
Alberto,Urtasun,pur85,3,0,31,11,,,,,0
Martín,Uribe,pur9,31,47,6443,20,,,,,0
Carlos,Usabiaga,pus10,7,4,112,21,,,,,0
Emiko,Usui,pus11,5,3,77,13,,,,,0
Tobias,Uske,pus12,2,1,19,6,,,,,0
Norio,Usui,pus13,5,3,75,17,,,,,0
Leanne,Ussher,pus15,2,0,9,19,,,,,0
Murat,Usman,pus16,3,1,25,12,,,,,0
Tatsuo,Ushijima,pus18,3,0,20,12,,,,,0
Takehiro,Usui,pus20,3,0,14,10,,,,,0
Daria,Ushkalova,pus22,1,0,4,2,,,,,0
Philip,Ushchev,pus27,4,1,60,4,,,,,0
Will,Usher,pus28,4,2,48,2,,,,,0
Diego,Useche,pus30,1,0,3,3,,,,,0
Semih,Üslü,pus32,1,0,2,1,,,,,0
Edward,Usset,pus33,1,0,1,1,,,,,0
Eric,Uslaner,pus38,5,3,128,41,,,,,0
Syaikhu,Usman,pus40,2,0,13,6,,,,,0
Stefano,Usai,pus7,14,16,546,21,,,,,0
Vuslat,Us,pus8,4,1,42,15,,,,,0
Dan,Usher,pus9,11,11,399,55,,,,,0
Janez,Sustersic,put10,2,0,10,13,,,,,0
Sebastian,Utz,put11,4,2,40,6,,,,,0
Natalia,Utrero-González,put2,3,0,15,15,,,,,0
Hale,Utar,put4,4,4,78,10,,,,,0
Usamah,Uthman,put5,1,0,1,5,,,,,0
Verena,Utikal,put8,5,5,120,6,,,,,0
Lenno,Uusküla,puu2,5,2,86,14,,,,,0
Roope,Uusitalo,puu3,16,20,590,18,,,,,0
Josine,Uwilingiye,puw5,4,1,31,5,,,,,0
Gokce,Uysal,puy1,3,2,66,14,,,,,0
Bulent,Uyar,puy10,2,0,6,18,,,,,0
Metin,Uyanik,puy14,1,0,5,6,,,,,0
Elvira,Uyarra,puy2,8,7,258,15,,,,,0
Ercan,Uygur,puy3,3,2,49,26,,,,,0
Selver,Uysal,puy5,4,1,67,4,,,,,0
Pinar,Uysal,puy6,3,0,16,5,,,,,0
Timothy,Uy,puy7,1,1,85,4,,,,,0
Godfrey,Uzonwanne,puz12,1,0,3,6,,,,,0
Dimitri,Uzunidis,puz2,4,1,58,18,,,,,0
Idil,Uz,puz3,4,1,31,5,,,,,0
Vasily,Uzun,puz7,2,1,32,20,,,,,0
Vanco,Uzunov,puz8,1,0,2,2,,,,,0
Tiziano,Vargiolu,pva1,4,0,25,19,,,,,0
Bas,van Aarle,pva10,12,13,395,23,,,,,0
Jayanth,Varma,pva104,1,0,7,27,,,,,0
Michiel,Van Leuvensteijn,pva105,8,6,376,22,,,,,0
Eddy,Van Doorslaer,pva106,31,54,3462,34,,,,,0
Pierre,van der Eng,pva107,3,2,71,26,,,,,0
Martín,Valdivia,pva108,4,4,262,25,,,,,0
Marco,van der Leij,pva109,8,7,338,16,,,,,0
Hendrik,van Dalen,pva110,10,10,291,30,,,,,0
Rosalia,Vazquez-Alvarez,pva111,3,1,45,17,,,,,0
Vincent,van Steenberghe,pva112,5,3,73,11,,,,,0
Frank,van Tongeren,pva115,11,12,419,29,,,,,0
Gerhard,Van de Venter,pva119,2,1,18,11,,,,,0
Sebastien,Van Bellegem,pva120,6,3,127,11,,,,,0
Mathijs,van Dijk,pva122,10,10,377,19,,,,,0
Akos,Valentinyi,pva126,9,8,473,22,,,,,0
Shaun,Vahey,pva129,10,10,469,21,,,,,0
Pieter,van der Sluis,pva13,4,3,81,17,,,,,0
Rhema,Vaithianathan,pva131,5,3,147,10,,,,,0
Mehrdad,Vahabi,pva136,3,0,37,20,,,,,0
Frans,van Winden,pva137,20,28,1666,39,,,,,0
Clement,van de Coevering,pva138,2,0,10,12,,,,,0
Johannes,Van Biesebroeck,pva139,15,20,1453,17,,,,,0
Gijsbert,van Liemt,pva14,2,0,9,22,,,,,0
Tom,van Woensel,pva141,8,6,214,19,,,,,0
Desirée,van Welsum,pva145,6,4,113,12,,,,,0
Bas J.P.,Van Bavel,pva146,4,2,38,14,,,,,0
Robert,Valletta,pva147,13,21,665,31,,,,,0
Enzo,Valentini,pva149,5,2,57,14,,,,,0
Marko,van Leeuwen,pva150,1,0,3,5,,,,,0
Helder,Vasconcelos,pva151,6,3,184,14,,,,,0
Dominique,van de Walle,pva152,16,24,809,29,,,,,0
Urmas,Varblane,pva153,7,5,123,17,,,,,0
Dirk,Van den Poel,pva154,10,14,340,14,,,,,0
Patrick,Vanhoudt,pva155,6,5,164,9,,,,,0
Wim,van de Griendt,pva156,1,0,1,1,,,,,0
Anneleen,Vandeplas,pva157,7,5,127,10,,,,,0
Bernard,van Praag,pva16,19,31,1813,44,,,,,0
Farshid,Vahid,pva160,16,20,1017,24,,,,,0
Aurelia,Valiño Castro,pva161,2,1,20,29,,,,,0
Michiel,Van Dijk,pva163,5,1,59,15,,,,,0
Elsa,Vaz,pva164,1,1,12,11,,,,,0
Didier,Van Caillie,pva165,2,0,6,9,,,,,0
Simone,Valente,pva166,8,7,185,13,,,,,0
Priit,Vahter,pva167,8,4,158,8,,,,,0
Vincent,Vannetelbosch,pva169,9,8,250,21,,,,,0
André,van Stel,pva170,18,25,1323,20,,,,,0
Gerrit,van Kooten,pva171,15,27,946,35,,,,,0
Bart,van Ark,pva174,8,7,222,18,,,,,0
Paul,van Fenema,pva175,1,1,26,1,,,,,0
Gabor,Vadas,pva176,4,1,56,2,,,,,0
Carlos,Vargas-Silva,pva177,8,8,273,12,,,,,0
Radovan,Vadovic,pva178,6,3,99,8,,,,,0
Adrian,Rixtel,pva18,2,0,12,27,,,,,0
Ernesto,Valenzuela,pva180,10,11,422,8,,,,,0
Natacha,Valla,pva181,7,6,290,19,,,,,0
Ludwig,Van Den Hauwe,pva182,2,0,17,19,,,,,0
Albert,Van der Horst,pva183,8,6,154,15,,,,,0
Patrick,Van Roy,pva184,4,3,95,13,,,,,0
Frederick (Rick),van der Ploeg,pva185,26,63,2904,37,,,,,0
Wilbert,van der Klaauw,pva186,19,31,2070,28,,,,,0
Garima,Vasishtha,pva187,7,4,100,15,,,,,0
Vincenzo,Valori,pva188,4,1,35,15,,,,,0
Philippe,Van Kerm,pva19,11,11,375,21,,,,,0
Samarth,Vaidya,pva192,3,3,98,12,,,,,0
Bent,Vale,pva193,9,9,351,24,,,,,0
Arno,van der Vlist,pva196,6,5,95,19,,,,,0
Pál,Valentiny,pva197,1,0,3,17,,,,,0
Christine,Valente,pva198,7,6,128,10,,,,,0
Andrea,Vaona,pva199,8,7,245,13,,,,,0
Bas,van der Klaauw,pva2,17,26,1110,19,,,,,0
Marco,Vannini,pva201,5,4,78,29,,,,,0
Felix,Vardy,pva202,7,4,106,15,,,,,0
Colin,Vance,pva203,1,1,42,1,,,,,0
Servaas,van der Berg,pva204,10,10,382,28,,,,,0
Xose-Luis,Varela-Irimia,pva207,2,1,46,9,,,,,0
Daniela,Vandone,pva208,5,1,59,10,,,,,0
Davide,Vannoni,pva210,9,9,255,23,,,,,0
Nicolas,Van de Sijpe,pva211,4,3,70,13,,,,,0
Karine,Van der Straeten,pva212,8,7,295,16,,,,,0
Shalini,Vajjhala,pva213,2,1,25,8,,,,,0
Nicolas,van Zeebroeck,pva214,10,10,334,15,,,,,0
Céline,Vaessen,pva215,1,0,1,1,,,,,0
David,VanHoose,pva216,13,17,579,34,,,,,0
Bruno,van Pottelsberghe de la Potterie,pva218,24,47,1931,24,,,,,0
Tommaso,Valletti,pva219,21,41,1597,20,,,,,0
Roy,van der Weide,pva22,8,7,271,16,,,,,0
Vadim,Khramov,pva220,6,1,106,7,,,,,0
Adriaan,van Zon,pva221,4,3,135,29,,,,,0
Niels,van de Ven,pva222,3,0,15,7,"8,901",397,442, @nicvdsijpe ,1
Julien,Vauday,pva223,4,3,46,10,,,,,0
Paul,Vaaler,pva224,7,4,146,17,,,,,0
Mika,Vaihekoski,pva226,6,4,94,16,,,,,0
Risto,Vaittinen,pva227,3,0,17,16,,,,,0
Bjorn,Van Campenhout,pva229,7,6,180,11,,,,,0
Paul,Van den Noord,pva23,17,23,982,26,,,,,0
Daan,van Soest,pva230,13,22,694,22,,,,,0
Ward,van den Berg,pva231,1,0,2,1,,,,,0
Erotokritos,Varelas,pva232,3,0,29,32,,,,,0
Gregorio,Vargas,pva233,2,1,12,3,,,,,0
Oscar,Valencia,pva235,1,0,2,14,,,,,0
Martin,Barrenechea,pva237,5,5,211,12,,,,,0
Steven,Van de Walle,pva239,3,0,22,9,,,,,0
Phu,Nguyen-Van,pva24,2,0,12,17,,,,,0
Isabelle,Vagneron,pva243,4,1,62,15,,,,,0
Shalet,Korattukudy Varghese,pva244,3,2,31,1,,,,,0
Miguel,Vargas,pva245,3,1,38,14,,,,,0
Annabel,Vanroose,pva246,4,2,86,10,,,,,0
João,Valle e Azevedo,pva247,6,4,131,15,,,,,0
Tanguy,van Ypersele,pva249,14,16,638,23,,,,,0
Eric,Van Tassel,pva250,7,5,133,14,,,,,0
Carmen,Varela,pva252,1,1,12,11,,,,,0
Tom,Van Ourti,pva255,9,9,245,17,,,,,0
Nicholas,Vasilakos,pva256,4,4,179,4,,,,,0
Stijn,Vanormelingen,pva257,5,2,133,11,,,,,0
Zoltan,Varsanyi,pva258,1,0,2,3,,,,,0
Helder,Valente da Silva,pva259,1,0,5,11,,,,,0
Jan,Van Bavel,pva260,3,1,25,7,,,,,0
Volodymyr,Vakhitov,pva261,4,1,34,10,,,,,0
Deepa,Vaidyanath,pva262,1,1,110,1,,,,,0
Katleen,Van den Broeck,pva263,4,3,64,9,,,,,0
Patricio,Valenzuela,pva264,8,8,203,13,,,,,0
Rolf,Van der Velden,pva265,6,4,308,21,,,,,0
Thijs,Vandemoortele,pva268,8,7,134,8,,,,,0
Dick,van Dijk,pva27,26,54,2411,21,,,,,0
Arthur,Van Soest,pva270,29,68,3425,31,,,,,0
Donald,Vandegrift,pva271,5,5,96,20,,,,,0
Bas,van Groezen,pva272,6,4,212,17,,,,,0
Juuso,Vanhala,pva273,4,1,37,11,,,,,0
Alexander,Vaninsky,pva276,5,3,79,19,,,,,0
Neeltje,Van Horen,pva277,15,20,854,15,,,,,0
João,Vareda,pva278,6,5,129,6,,,,,0
Elisabeth,Valle,pva279,2,0,12,4,,,,,0
Yiannis,Vailakis,pva280,5,5,191,15,,,,,0
Karen,van der Wiel,pva281,5,2,69,9,,,,,0
Valentino,Parisi,pva282,2,0,9,11,,,,,0
Hernán,Vallejo,pva283,1,0,6,12,,,,,0
Jorge,Valero-Gil,pva285,4,2,47,16,,,,,0
Matthijs,van Veelen,pva287,4,2,58,13,,,,,0
Margarida,Vaz,pva289,1,0,1,5,,,,,0
Hugo,Valin,pva291,9,9,280,9,,,,,0
Ilke,Van Beveren,pva292,6,5,272,12,,,,,0
Jos,van Ommeren,pva293,16,24,789,21,,,,,0
Gerard,van der Laan,pva296,11,14,460,38,,,,,0
Eline,van der Heijden,pva297,10,10,397,21,,,,,0
Edwin,van Dam,pva298,4,0,62,22,,,,,0
Eric,van Damme,pva299,20,28,1680,36,,,,,0
