first.name,last.name,ID,twitter,h.index,i10.index,citations,tweets,following,followers
Oswaldo,Molina,pmo979, @oswaldomolinac ,2,0,12,995,659,"1,320"
Leonardo,Monasterio,pmo360, @lmonasterio ,4,0,30,"17,500",917,"3,978"
Christian Alexander,Mongeau Ospina,pmo915, @chrmongeau ,1,0,3,948,224,432
AntÃ?nio,Moniz,pmo357, @abmoniz ,2,1,24,"1,708","1,393",564
Eric,Monnet,pmo745, @monneteric ,4,1,40,122,140,139
Salvatore,Monni,pmo251, @salvatoremonni ,4,3,116,"3,606","2,566","3,344"
Pierre,Monnin,pmo1000, @pierre_monnin ,5,3,127,874,100,280
Jorge,Morales Meoqui,pmo601, @moralesmeoqui ,1,0,1,"2,239",655,116
Mauricio,Moreira,pmo138, @mmesquitam ,6,6,211,"1,012",175,435
Matteo,Morini,pmo191, @_marameo_ ,1,0,4,652,316,171
Charles,Moss,pmo212, @moss_charles ,8,8,277,165,23,5
Giorgio,Motta,pmo372, @grg_motta ,5,2,55,"6,016","1,218",324
Brent,Moulton,pmo70, @brent_moulton ,10,10,1956,252,530,848
Drew,Moxon,pmo969, @dsmoxon ,1,0,1,"7,110",783,"1,001"
Soumyatanu,Mukherjee,pmu369, @soumyatanumukhe ,1,0,2,"2,009",214,83
Sacchidananda,Mukherjee,pmu174, @sachsspeaks ,3,0,32,173,170,58
Noel,Muller,pmu564, @noelmllr ,1,0,1,114,455,105
Karthik,Muralidharan,pmu102, @prof_karthik_m ,12,12,769,628,126,"5,582"
Abhinay,Muthoo,pmu6, @abhinaymuthoo ,11,13,783,77,20,133
Tommaso,Nannicini,pna56, @tnannicini ,17,20,1275,"7,864","1,747","10,600"
Harun,Nasir,pna561, @harunnasir ,17,20,1275,219,75,97
Max,Nathan,pna331, @iammaxnathan ,8,7,169,"4,233",794,"1,871"
Reynold,Nathanael,pna580, @reynoldcnathan ,1,0,4,13,19,53
Trilce,Navarrete,pna552, @trilcenavarrete ,2,0,8,"4,485",422,681
NoemÃ?,Navarro,pna169, @noenavarro ,6,2,110,"2,422",250,84
Erik,Nelson,pne266, @mnriles01 ,4,2,53,137,182,69
Mariya,Neycheva,pne67, @mariyaneycheva ,2,0,17,12,44,60
BenoÃ®t,Nguyen,png225, @benoit_nguyen ,3,1,18,442,117,243
GaÃ«tan,NicodÃ¨me,pni10, @gaetannicodeme ,19,30,1220,685,"1,256",492
Paul,Niehaus,pni384, @paulfniehaus ,6,6,189,"1,700",179,"2,840"
Milena,Nikolova,pni401, @milenkanik ,5,3,58,791,"1,174",464
Tomas,Nilsson,pni30, @tknilsso ,3,2,58,"2,451",154,357
Volker,Nitsch,pni58, @nitschv ,13,17,777,318,190,378
Jonathan,Nitzan,pni2, @bichlernitzan ,7,3,200,266,43,108
Olena,Nizalova,pni153, @olniz ,3,2,72,"7,135","1,093",679
Marco,Novarese,pno2, @mmarconov ,3,0,31,19,33,55
Dennis,Novy,pno75, @dennisnovy ,12,14,613,"1,158",499,"1,132"
Paulo,Nunes,pnu9, @paldnunes ,8,8,309,"1,421",426,186
Nathan,Nunn,pnu17, @nnunn99 ,18,22,2600,"5,135","1,019","3,923"
Bogdan,Oancea,poa5, @bogdan__oancea ,2,0,20,844,386,69
Harald,Oberhofer,pob22, @ho2604 ,6,3,129,"5,713",296,589
Nonso,Obikili,pob47, @nonso2 ,3,0,12,"27,900","1,035","5,128"
Fumio,Ohtake,poh7, @fohtake ,10,10,333,"8,435",217,"20,000"
Boniface,Okuda,pok55, @bokuda ,10,10,333,297,"1,196",342
Iliana,Olivie Aldasoro,pol200, @iolivie ,1,1,11,"2,197",268,"1,421"
Martha,Olney,pol213, @marthaolney ,3,1,62,"3,052",31,"2,201"
Marius,Ooms,poo1, @econlinks ,13,16,565,"2,896",618,924
Kweku,Opoku-Agyemang,pop25, @kweku_oa ,13,16,565,"7,808","3,997","3,288"
Anthony,Orji,por167, @tonyorji1 ,2,0,11,"3,525","1,043",357
Kevin,O'Rourke,por7, @kevinhorourke ,22,40,2154,"3,759",592,"5,322"
Eduardo,Ortiz-Juarez,por80, @eduardoortizj ,4,4,182,"1,464",605,475
Amber,Osman,pos57, @amb3r12 ,2,0,16,171,258,145
Carlos,Ospino,pos65, @carlos_g_ospino ,3,1,25,"13,900",665,652
Amine,Ouazad,pou20, @amine_ouazad ,4,3,59,"2,886","1,524",903
A.,Over,pov11, @meadover ,6,3,109,410,121,749
Gokhan,Ozertan,poz31, @gokhanozertan ,2,0,14,"2,958",939,"1,484"
Owen,Ozier,poz63, @owenozier ,4,4,310,883,246,972
Adam,Ozimek,poz92, @modeledbehavior ,2,1,30,"66,200",332,"34,100"
Ali,Ozkes,poz53, @ozkesali ,2,0,9,"1,250",466,331
Ilhan,Ozturk,poz20, @ilhanozturk ,24,44,2357,26,25,83
Alessia,Paccagnini,ppa357, @alessia_metrics ,7,3,118,484,"1,447",315
Analisa,Packham,ppa1176, @analisapackham ,2,0,11,935,225,373
Lionel,Page,ppa1108, @page_eco ,10,10,172,"2,471",282,"2,690"
Theodore,Palivos,ppa134, @t_palivos ,13,15,526,"1,133",177,299
Stephane,Pallage,ppa3, @spallage ,9,9,457,"1,027",751,"1,085"
Nuno,Palma,ppa251, @nunopgpalma ,2,0,7,367,290,711
Elisenda,Paluzie,ppa29, @epaluzie ,7,6,202,"15,600","2,031","40,700"
Theodore,Panagiotidis,ppa215, @tpanagiotidis ,12,15,487,"2,135",252,206
Radhika,Pandey,ppa632, @radhikaskp ,4,1,41,408,43,372
Ugo,Panizza,ppa92, @upanizza ,25,48,2959,"5,291",673,"1,415"
JuliÃ¡n,Parra-PolanÃ?a,ppa741, @japuneco79 ,4,1,47,730,466,618
David,Parsley,ppa30, @dc_parsley ,15,18,1298,991,211,118
M. Daniele,Paserman,ppa129, @danielepaserman ,17,19,990,"1,593",502,982
Evgenia,Passari,ppa1083, @evgenia_passari ,1,1,34,27,99,100
Francesco,Pastore,ppa23, @francpastore ,10,10,295,"1,530",436,386
Harry,Patrinos,ppa91, @hpatrinos ,13,17,1319,"8,930","2,982","4,383"
Gert,Peersman,ppe413, @gertpeersman ,24,29,2592,"2,333",624,"8,721"
Thomas,Peeters,ppe415, @thpeeter ,5,3,51,356,204,206
Ximena,PeÃ±a,ppe259, @ximena_pena ,6,5,138,"2,651",990,"2,642"
Andreas,Peichl,ppe202, @apeichl ,18,32,1237,"5,324","1,841","2,088"
Matteo,Pelagatti,ppe139, @matteopela ,6,4,124,16,78,49
Panu,Pelkonen,ppe467, @ppelk ,4,4,119,985,188,271
Martino,Pelli,ppe632, @martinopelli ,1,1,22,352,292,114
Marco,Pelliccia,ppe594, @mpelli3 ,1,0,1,"1,184",145,48
Luca,Pensieroso,ppe161, @lucalln ,4,1,30,74,86,52
Rafael,Pereira,ppe512, @urbandemog ,1,0,4,"7,443","1,916","6,801"
Luis,Pereira,ppe189, @lbritespereira ,3,0,17,320,"1,305",189
Yannick,Perez,ppe308, @yannick_perez ,8,5,161,"1,757","1,752",814
Vicente,Perez-Chamorro,ppe340, @vapercha ,1,0,9,19,50,35
Mathieu,Perona,ppe402, @mathieuperona ,1,0,3,"9,558",280,649
Maria,Persson,ppe395, @mariaperssonlu ,8,7,183,233,636,245
Michael,Pesko,ppe676, @mikepesko ,3,0,18,69,36,154
Glen,Peters,ppe462, @peters_glen ,10,11,608,"10,900",625,"7,055"
Carmelo,Petraglia,ppe156, @c_petraglia ,7,7,213,"2,993",221,416
Dennis,Petrie,ppe206, @dennisjpetrie ,5,1,66,566,339,291
Richard,Phelps,pph73, @richardpphelps ,1,0,4,"5,999",482,582
Edmund,Phelps,pph34, @EdmundPhelps ,20,32,2802,243,116,"1,846"
Levi,PÃ©rez,ppe450, @perezlevi ,3,0,25,"5,578",484,343
Jorge,PÃ©rez PÃ©rez,ppe453, @jorpppp ,1,0,1,"2,454",608,352
Marcin,Piatkowski,ppi215, @mmpiatkowski ,5,1,88,"15,600",524,"2,945"
Giovanni,Pica,ppi36, @giovapica ,10,10,427,451,736,390
Gina,Pieters,ppi307, @prof_pieters ,1,0,3,908,619,656
Clemente,Pignatti,ppi447, @clpignatti ,2,0,11,589,440,297
Thomas,Piketty,ppi17, @pikettylemonde ,28,38,4253,155,13,"52,500"
Ville,Pikkarainen,ppi441, @v_pikkarainen ,1,0,1,678,"12,700","11,600"
Dirk,Pilat,ppi98, @pilatsti ,11,11,529,"6,326","1,252","1,489"
Julien,Pinter,ppi414, @julienp_bsi ,1,0,1,"1,210",373,489
Paul,Pival,ppi410, @ppival ,1,0,1,"19,000",990,"1,080"
Sonia,Plaza,ppl41, @plazasonia ,5,5,150,"2,714","1,169","1,031"
Maksym,Polyakov,ppo264, @maksympolyakov ,3,1,30,687,152,107
Dina,Pomeranz,ppo414, @dinapomeranz ,4,4,198,"26,000","4,614","27,500"
Vincent,Pons,ppo637, @vinpons ,2,1,103,858,"1,230","2,086"
Thomas,Porcher,ppo617, @porcherthomas ,2,0,15,"8,420","1,273","32,200"
Marta,Portela,ppo255, @atrampm ,3,2,32,"8,502",924,334
Catherine,Porter,ppo341, @econcath ,6,3,85,304,369,261
Jonathan,Portes,ppo583, @jdportes ,7,5,202,"56,500",640,"45,000"
Franck,Portier,ppo12, @fpjportier ,14,20,1154,60,16,145
Christian,Posso,ppo308, @cpossosu ,5,1,50,837,497,309
Jason,Potts,ppo78, @profjasonpotts ,7,5,255,"8,237","2,984","2,187"
Julien,Pouget,pju32, @j_pouget ,7,5,255,729,411,438
Marc,Pourroy,ppo417, @marcpourroy ,2,0,8,187,360,253
Michael,Powell,ppo453, @convexify ,3,2,31,338,693,540
Leandro,Prados de la Escosura,ppr58, @ldelaescosura ,8,7,351,126,82,424
Andrea,Presbitero,ppr57, @a_presbitero ,15,17,813,"14,500",855,"1,394"
Ian,Preston,ppr2, @ianppreston ,20,30,1911,"2,694",525,"1,291"
Richard,Price,ppr368, @richardprice101 ,3,3,86,"2,828",631,"1,690"
Eugenio,Proto,ppr82, @eugenioproto ,8,5,225,"1,993",376,677
Espen,Prydz,ppr317, @espry ,3,2,53,"1,017",484,919
Esteban,Puentes,ppu67, @epuentese ,4,1,60,937,501,595
Riccardo,Puglisi,ppu49, @ricpuglisi ,8,7,238,"167,000","6,225","23,100"
ThÃ©rÃ¨se,Quang,pqu101, @qngth ,1,1,10,394,253,240
Bastiaan,Quast,pqu133, @baquast ,1,1,12,145,373,116
Philippe,Quirion,pqu23, @pquirion1 ,15,19,784,285,164,260
Roberta,Rabellotti,pra101, @robertarab ,13,13,576,785,340,420
Nicholas,Rada,pra456, @nicholas_rada ,5,1,66,"1,207",251,275
Matthias,Raddant,pra520, @econ_mtr ,4,1,43,13,25,33
Mizanur,Rahman,pra122, @mizanur2253 ,1,0,4,"8,268",467,"1,284"
Sendhil,Ramadas,pra810, @sendhil_ramadas ,2,0,10,210,724,228
Raul,Ramos,pra12, @raulramosl ,15,19,646,322,301,246
Jesus,Ramos-Martin,pra54, @txusramos ,6,3,93,"9,525",355,611
Fernando,Ramos-Palencia,pra435, @framospalencia ,2,0,13,"10,800",555,367
Tyler,Ransom,pra541, @tyleransom ,2,1,29,"1,945",539,391
Martin,Rapetti,pra581, @mgrapetti ,8,8,213,"4,591","1,018","6,519"
Paul,Raschky,pra269, @paulraschky ,9,9,439,623,324,433
Imran,Rasul,pra365, @imranrasul3 ,25,32,2435,938,336,"2,598"
Roland,Rathelot,pra238, @rolandrathelot ,7,7,410,29,201,268
Martin,Ravallion,pra29, @MartinRavallion ,54,160,10313,"1,034",246,"6,606"
SÃ¸ren Hove,Ravn,pra848, @s_hoveravn ,3,1,24,471,238,362
Vikas,Rawal,pra76, @panread ,2,0,17,385,146,32
Saon,Ray,pra545, @saonray ,1,0,1,115,58,22
Mark,Reader,pre90, @reader_ma ,2,0,7,"2,517",388,198
Alessandro,Rebucci,pre6, @arebucci1 ,18,26,988,133,358,281
Agustin,Redonda,pre377, @aredonda ,1,0,7,"2,001",513,163
Mari,Rege,pre427, @marisrege ,13,16,718,334,280,797
Carlo,Reggiani,pre205, @mikybartoli ,4,3,54,"3,885",412,202
Miriam,Rehm,pre416, @miriamrehm ,5,2,67,130,267,294
Simon,Reif,pre501, @simonreif ,1,0,5,534,345,202
Carmen,Reinhart,pre33, @carmenmreinhart ,68,115,23897,11,28,"1,100"
Helmut,Reisen,pre79, @hrreisen ,13,15,586,"8,597",393,"1,360"
Daniel,Reiss,pre288, @danielreiss ,1,0,2,231,79,118
Brandon,Restrepo,pre412, @brandonbits ,2,0,11,25,218,36
Jorge,Restrepo,pre46, @jorgearestrepo ,3,1,46,"87,100",469,"18,000"
Helene,Rey,pre8, @helene_rey ,25,33,3416,455,392,"1,093"
Luis,Reyes,pre302, @luiscrh ,1,0,8,"1,914",286,437
Alan,Reynolds,pre514, @alanreynoldsecn ,1,0,7,"9,718",783,"1,548"
Felipe,Rezende,pre417, @f_derezende ,1,0,2,"1,071",218,"1,513"
Raymond,Riezman,pri43, @rafer77 ,18,25,1135,114,77,24
Dagfinn,Rime,pri21, @dagfinnrime ,15,17,694,112,276,196
Ulf,Rinne,pri117, @ulfrinne ,12,17,423,844,258,225
Nicholas,Rivers,pri290, @riversnic ,11,15,289,"2,465",326,"1,571"
Juan,Robalino,pro542, @jrobalinoecon ,9,8,213,355,414,157
Jose,Roche,pro572, @jomroche ,5,3,166,"5,882","2,117","1,782"
Louis-Philippe,Rochon,pro341, @lprochon ,7,2,188,"3,542",80,"1,126"
AndrÃ©s,RodrÃ?guez-Pose,pro131, @rodriguez_pose ,23,52,1856,483,940,"1,679"
Dani,Rodrik,pro60, @rodrikdani ,50,109,13919,"19,800",407,"92,700"
Ole,Rogeberg,pro413, @olerogeberg ,4,3,106,"1,736",157,448
Kenneth,Rogoff,pro164, @krogoff ,63,109,28586,459,178,"11,400"
Luis,Rojas,pro316, @luiserojasd ,5,1,42,61,89,38
Davide,Romelli,pro694, @davideromelli ,3,1,30,949,498,259
Isidoro,Romero,pro242, @romeroisidoro ,4,1,72,"2,880",145,557
Fabien,Rondeau,pro269, @fabien_rondeau ,1,0,4,106,83,67
Sara,Rose Taylor,pro893, @sararosetaylor ,1,0,3,"2,498","1,068",538
Joshua,Rosenbloom,pro664, @jlrosenbloom ,7,5,240,390,116,129
Knut Einar,Rosendahl,pro819, @rosendahlke ,15,28,851,"1,051",558,817
Dale,Rosenthal,pro359, @dale_rosenthal ,2,0,9,617,6,814
Max,Roser,pro1089, @maxcroser ,2,0,12,"5,162",638,"124,000"
Maximo,Rossi,pro22, @maximrossi ,7,6,273,"2,708",308,555
Renzo,Rossini,pro502, @renzorossini ,6,3,81,"2,661",747,954
David,Rothschild,pro1033, @davmicrot ,3,0,13,"15,000",96,"18,800"
Andrea,Roventini,pro188, @andrearoventini ,12,13,703,"1,082",152,"1,653"
Nicholas,Rowe,pro12, @macrowenick ,4,0,34,"7,295",147,"2,120"
Vicente,Royuela,pro311, @vicenteroyuela ,13,16,473,366,152,178
Jared,Rubin,pru106, @jaredcrubin ,8,8,181,"1,702",426,"2,380"
Christopher,Ruebeck,pru128, @ruebeck ,4,3,98,"4,204",496,244
Valeria,Rueda,pru297, @valiguaran ,1,1,14,174,511,149
Horatiu,Rus,pru116, @horatiurus ,2,0,11,"3,853",668,341
Levi,Russell,pru288, @farmerhayek ,1,0,3,598,656,948
Angeloantonio,Russo,pru281, @arussophd ,5,5,154,398,423,252
Alberto,Russo,pru93, @albertorusso76 ,10,10,425,"1,848",395,498
Tuukka,Saarimaa,psa721, @tsaarimaa ,5,2,78,"4,045","1,624","2,546"
Raffaella,Sadun,psa385, @raffasadun ,15,16,927,"1,747",395,"2,153"
Afsin,Sahin,psa1016, @afsinsahin ,3,0,24,12,320,87
Claudia,Sahm,psa596, @claudia_sahm ,6,4,213,"10,400",700,"7,039"
Jean-Guillaume,Sahuc,psa109, @jgsahuc ,10,10,351,147,81,182
Xavier,Sala-i-Martin,psa510, @xsalaimartin ,39,53,8792,"19,700",264,"442,000"
Sener,Salci,psa1406, @senersalci ,1,0,5,161,218,103
JoaquÃ?n,Saldain,psa1416, @joaco_saldain ,1,0,3,"11,100",833,574
Francesco,Salustri,psa1373, @francescosalust ,2,0,11,"1,416",999,282
Pablo,Salvador,psa413, @pablofsalvador ,2,1,45,"15,900","1,503","2,270"
Christopher,Sampson,psa1048, @chrissampson87 ,1,0,1,"3,286",971,"1,150"
Juan,Sanchez,psa150, @vediense ,9,8,373,"2,035",398,426
Blanca,Sanchez-Robles,psa130, @blancasanchezr1 ,5,3,313,56,"3,608","4,246"
Justin,Sandefur,psa778, @justinsandefur ,9,7,218,"14,500","1,701","12,000"
Danielle,Sandler,psa1240, @dhsandler ,2,1,16,"3,037",289,406
Marco,Sanfilippo,psa712, @marcosanfilip ,7,6,190,251,318,167
Miguel,Santos,psa1518, @miguelsantos12 ,1,0,3,"21,300","2,035","49,700"
Rita,Santos,psa1499, @ritasantos05 ,4,1,51,648,507,519
Paulo,Santos Monteiro,psa407, @santosmonteirop ,4,0,32,445,359,96
Chandan,Sapkota,psa834, @csapkota ,2,0,9,"18,400",981,"11,400"
Francesco,Saraceno,psa106, @fsaraceno ,10,10,285,"7,294",698,"2,446"
Jan,Sauermann,psa356, @jansauermann ,6,5,103,131,190,269
Yasuyuki,Sawada,psa494, @yasusawada ,12,15,602,"1,468",392,"2,180"
Volker,Schallehn,psc341, @vschallehn ,12,15,602,69,65,79
Wolf-Peter,Schill,psc650, @wpschill ,8,7,208,39,80,97
Tammy,Schirle,psc223, @tammyschirle ,5,2,118,"9,313",146,"1,927"
Isabel,Schnabel,psc48, @isabel_schnabel ,12,15,567,"2,337",196,"2,173"
Alyssa,Schneebaum,psc389, @drsnowtree ,4,1,47,169,336,243
Markus,Schneider,psc667, @econogonzo ,2,0,7,899,252,195
Jan,Schnellenbach,psc53, @schnellenbachj ,10,11,385,"2,703",518,449
Christian,Schubert,psc236, @schubertdr ,6,4,96,"4,216","2,248",893
Jenny,Schuetz,psc685, @jenny_schuetz ,4,2,102,442,197,648
Jonathan,Schulz,psc586, @jf_schulz ,3,2,60,235,448,577
Reimund,Schwarze,psc591, @rschwarze ,7,5,144,"4,202",746,867
Paul,Schweinzer,psc108, @pschweinzer ,4,2,72,147,379,96
Andrew,Scott,psc65, @ajslondon1 ,14,16,846,726,426,"1,321"
Teodor,Sedlarski,pse425, @sedlarski ,1,0,2,"2,340",783,749
Sarah Grace,See,pse438, @sarahgracesee ,1,1,13,207,881,108
Julia,Seiermann,pse599, @juliaseiermann ,1,1,13,208,524,274
Jim,Sentance,pse255, @sentancej ,1,0,9,"2,045",101,158
Danila,Serra,pse222, @danilaserra_eco ,7,6,351,104,537,498
Rajiv,Sethi,pse5, @rajivatbarnard ,13,21,870,"1,837",410,"2,206"
Battista,Severgnini,pse182, @bsevergnini ,5,2,59,556,932,320
Philip,Shapira,psh171, @philipshapira ,8,6,257,596,149,626
Oleksandr,Shepotylo,psh191, @shepotylo ,6,3,167,"1,050",471,76
Roman,Sheremeta,psh307, @rshereme ,19,33,1331,25,31,137
Brandon,Sheridan,psh651, @economics_bs ,3,1,27,"1,029",243,301
Robert,Shiller,psh69, @robertjshiller ,42,85,9924,210,32,"117,000"
Hyun Song,Shin,psh692, @hyunsongshin ,41,108,6842,768,386,"16,200"
Isaac,SÃ¡nchez-JuÃ¡rez,pju66, @tiempoeconomico ,5,5,154,"4,979","3,229","4,292"
Santiago,SÃ¡nchez-PagÃ©s,psn5, @sanpages ,6,4,312,"1,497",304,402
Khalid,Siddig,psi364, @khalidhasiddig ,3,1,46,14,92,38
Francisca,Silva,psi358, @fransilvat ,2,2,44,"2,876",557,"1,252"
Olivier,Simard-Casanova,psi519, @simardcasanova ,2,2,44,"7,837",925,551
Tara,Sinclair,psi150, @tarasinc ,7,6,167,"2,661",990,"2,105"
Anushree,Sinha,psi276, @anushreesinha1 ,2,0,9,16,16,4
Hans-Werner,Sinn,psi146, @hanswernersinn ,33,79,3801,236,6,"10,500"
Ibrahim,Sirkeci,psi43, @isirkeci ,5,1,74,"2,563",932,"1,359"
Erik,SÃ¸rensen,psr18, @erikosorensen ,13,14,687,678,492,275
Peter,Sivey,psi383, @petesivey ,7,7,142,"1,628",437,366
Ahmed,Skali,psk106, @ahmedskali ,1,0,3,450,301,151
Natalia,Smirnova,psm25, @aier_natalia ,1,0,3,527,187,286
Jonathan,Smith,psm127, @jonisaacsmith ,4,2,104,269,142,213
Marcel,Smolka,psm129, @marcelsmolka ,4,2,91,83,103,53
Dennis,Snower,psn9, @djsnower ,24,46,1865,"2,572",342,"1,352"
Francesco,Sobbrio,pso242, @fsobbrio ,7,5,128,272,90,103
Aaron,Sojourner,pso238, @aaronsojourner ,7,5,96,"12,600","1,976","2,146"
Matthieu,Solignac,pso377, @msolignac ,2,0,6,"1,579","1,007",436
Ibrahim,Soliman,pso286, @profsoliman ,1,0,23,18,80,34
Daniel,Solis,pso136, @dsolisagecon ,7,7,215,"3,691",332,"1,079"
Olga,Solleder,pso360, @olgasolleder ,1,1,11,"1,100","4,881","1,918"
Aparna,Soni,pso521, @aparnasoni7 ,2,1,20,57,185,159
Raphael,Soubeyran,pso102, @rsoubeyran ,5,4,132,377,211,126
A.,Spence,psp7, @amspence98 ,23,30,4524,44,126,"10,800"
Gilles,Spielvogel,psp32, @g_spielvogel ,4,2,82,341,"1,259",443
John,Spraggon,psp74, @jmspragg ,8,8,343,54,524,10
Carlo,Stagnaro,pst436, @carlostagnaro ,1,0,5,"61,200","2,994","21,200"
Joseph,Staudt,pst827, @josephstaudt ,1,0,3,19,231,27
Walter,Steingress,pst217, @w_steingress ,4,3,125,125,105,113
David,Stern,pst75, @sterndavidi ,25,38,3424,"2,782",521,833
Betsey,Stevenson,pst145, @betseystevenson ,15,15,1381,"3,625",687,"30,400"
Holger,Stichnoth,pst308, @hstichnoth ,8,6,157,104,319,100
Joseph,Stiglitz,pst33, @JosephEStiglitz ,72,217,26319,673,93,"219,000"
Lyman,Stone,pst831, @lymanstoneky ,1,0,1,"59,700","1,131","5,799"
Yaniv,Stopnitzky,pst505, @yanivst ,1,0,9,"8,842",465,330
Michael,Strain,pst593, @michaelrstrain ,3,2,68,"1,060",187,"5,249"
Marc-Olivier,Strauss-Kahn,pst576, @marcstrausskahn ,3,1,62,"1,656",161,634
Yangki,Suara,psu343, @yangkisuara ,1,0,3,"10,700","1,607","1,650"
Arvind,Subramanian,psu108, @arvindsubraman ,24,35,4562,998,48,"94,000"
Jens,Suedekum,psu123, @jsuedekum ,18,23,894,"2,161",303,"1,485"
Lawrence,Summers,psu137, @LHSummers ,58,108,14453,"3,743",560,"112,000"
Lars,Svensson,psv2, @leosven ,48,104,9664,717,209,"4,802"
Laurens,Swinkels,psw2, @laurensswinkels ,6,4,94,"4,528","1,152","1,150"
Urszula,Szczerbowicz,psz51, @u_szczerbowicz ,4,1,81,826,677,649
Stefan,Szymanski,psz8, @sszy ,19,32,1437,"1,942",349,"8,256"
Alexander,Tabarrok,pta201, @atabarrok ,7,6,287,"1,152",317,"18,000"
Rodrigo,Taborda,pta133, @rotabori ,3,2,81,"1,918",385,85
Yamina,Tadjeddine,pta296, @yamintadjeddine ,2,0,8,320,103,178
Yuki,Takahashi,pta407, @yukitakahashi11 ,2,0,7,16,105,93
Kan,Takeuchi,pta324, @takekan ,2,2,52,"6,057",125,"4,196"
Oleksandr,Talavera,pta65, @sashatalavera ,11,16,416,349,58,98
Cecilio,Tamarit,pta130, @cecilio31 ,14,23,538,"4,659",182,248
John,Tang,pta205, @jp_tang ,3,0,23,702,118,298
Heiwai,Tang,pta306, @heiwai_tang ,8,8,212,"1,443",467,"1,252"
Stephen,Tapp,pta221, @stephen_tapp ,2,0,14,"8,371","1,045","3,713"
Artur,Tarassow,pta322, @herr_t_punkt ,2,1,45,"5,014",355,88
Finn,Tarp,pta125, @finnsangle ,21,46,2565,"13,100","14,900","22,800"
Temel,Taskin,pta426, @temeltaskin ,5,3,87,536,"1,264",278
John,Taylor,pta174, @EconomicsOne ,35,66,10548,"2,018",193,"12,900"
Dirk Willem,te Velde,pte55, @dwtevelde ,10,10,337,"3,930",499,"1,488"
Lindsay,Tedds,pte38, @lindsaytedds ,5,3,81,"7,861",875,"3,883"
Ernie,Tedeschi,pte270, @ernietedeschi ,5,3,81,"35,400","3,023","5,994"
Erdal,Tekin,pte12, @erdal_tekin_ ,16,22,722,"1,919",72,691
Gemma,Tetlow,pte169, @gemmatetlow ,6,2,100,736,193,"2,453"
Pierre-Emmanuel,Th√©rond,pth190, @pierretherond ,2,0,11,936,268,339
Olivier,Th√©venon,pth83, @othevenon ,6,5,164,"4,021","1,312",575
Richard,Thaler,pth67, @r_thaler ,50,73,12746,"5,943",500,"120,000"
Emmanuel,Thibault,pth23, @emmathibault ,4,3,99,136,78,226
Mark,Thoma,pth228, @markthoma ,7,4,221,"59,700",433,"44,600"
Katrin,Tinn,pti91, @tinn_katrin ,2,0,8,147,104,113
Jean,Tirole,pti33, @JeanTirole ,75,161,24284,10,0,"11,000"
Emilia,Tjernstrom,ptj7, @etjernst ,1,1,22,"2,620",437,598
Santiago,Tob√≥n,pto355, @santiagotobon ,1,0,1,"10,500","1,215","1,647"
Richard,Tol,pto90, @richardtol ,29,102,3605,"56,200",435,"6,441"
Trevor,Tombe,pto222, @trevortombe ,6,5,203,"46,500","4,102","9,918"
Daniele,Tori,pto318, @da8to ,3,1,29,"1,609",713,299
Sara,Torregrosa-Hetland,pto345, @sthetland ,1,0,2,"1,646",463,459
V√≠ctor,Torres Preciado,pto206, @torrespreciado ,2,0,8,933,164,67
Dario,Tortarolo,pto327, @dtortarolo ,1,0,2,"2,043",766,583
Orhan,Torul,pto175, @orhantorul ,2,0,16,"2,669",363,885
Mohamed Ali,Trabelsi,ptr145, @daly1704 ,3,0,17,20,330,15
Christian,Traxler,ptr50, @chtraxler ,11,12,427,488,289,486
Francesco,Trebbi,ptr40, @xftrebbi ,19,22,2659,"3,710",471,"2,103"
Neda,Trifkovic,ptr257, @nedat ,2,1,24,176,447,243
Sandy,Tubeuf,ptu63, @tube_of_sand ,6,5,169,834,474,308
Michele,Tuccio,ptu161, @micheletuccio ,3,0,31,949,"1,114",701
David,Tuesta,ptu97, @tuestadavid ,5,4,95,"15,300",472,"3,856"
Semih,Tumen,ptu44, @semihtumen ,6,0,62,250,495,342
Cengiz,Tunc,ptu131, @cengiz_tunc ,2,0,11,"1,169",74,24
Ibrahim,Turhan,ptu113, @ibrahimmturhan2 ,6,1,83,"2,765",102,"3,392"
Arthur,Turrell,ptu183, @arthurturrell ,1,0,7,"3,386",719,515
Paloma,Ubeda,pub10, @ubedapaloma ,3,1,29,208,488,229
Angel,Ubide,pub1, @angelubide ,9,9,332,"1,147",423,"2,165"
David,Ubilava,pub8, @dubilava ,4,2,69,385,148,183
Martin,Uebele,pue7, @martinuebele ,5,1,52,67,61,57
Jeemol,Unni,pun33, @jeemolunni ,3,1,79,880,355,480
Jorge,Uribe,pur43, @jorgemariouribe ,2,0,14,"2,665",27,240
Pierre-Louis,V√©zina,pvz5, @luiginomics ,7,4,96,842,"1,538",608
Imraan,Valodia,pva771, @ivalodia ,2,0,10,188,607,283
Bjorn,Van Campenhout,pva229, @bjvca ,7,6,180,605,657,300
Nicolas,Van de Sijpe,pva211, @nicvdsijpe ,4,3,70,"8,901",397,442
Job,van Exel,pva324, @jobvanexel ,10,11,271,"1,448",234,262
Courtney,Van Houtven,pva63, @chvanhoutven ,9,7,377,"3,143",962,690
John,van Reenen,pva45, @johnvanreenen ,46,102,9050,"14,800","1,853","17,000"
Bas,van Ruijven,pva719, @vruijven ,10,12,295,"1,313",274,335
