first.name,last.name,ID,h.index,i10.index,citations,years.active,tweets,following,followers,username
Marcos,Herrera,phe373,3,0,23,13,197,264,142, @mherreragomez 
Mia,Mikic,pmi105,3,1,24,16,"4,817",323,472, @miamikic 
Michael,Kiley,pki4,20,28,1346,22,38,1,34, @michaelkiley5 
Michael,Strain,pst593,3,2,68,11,"1,060",187,"5,249", @michaelrstrain 
Michele,Boldrin,pbo31,24,37,2862,30,"13,700",577,"31,700", @micheleboldrin 
Michele,Tuccio,ptu161,3,0,31,4,949,"1,114",701, @micheletuccio 
Miguel,Malo,pma242,7,4,175,17,"1,798",307,304, @miguel_a_malo 
Miguel,Santos,psa1518,1,0,3,4,"21,300","2,035","49,700", @miguelsantos12 
Mihaela,Constantinescu,pco730,1,0,2,8,1936,549,152, @mihneaconst 
Michael,Pesko,ppe676,3,0,18,3,69,36,154, @mikepesko 
Carlo,Reggiani,pre205,4,3,54,11,"3,885",412,202, @mikybartoli 
Milena,Nikolova,pni401,5,3,58,4,791,"1,174",464, @milenkanik 
Miles,Corak,pco98,15,20,940,28,456,103,"4,964", @milescorak 
Miles,Kimball,pki97,26,29,4813,30,"37,800",885,"15,900", @mileskimball 
Ioana,Marinescu,pma336,10,10,315,14,"2,078",570,"4,914", @mioana 
Mircea,Epure,pep12,4,1,32,9,"2,589",341,398, @mircea_epure 
Miriam,Rehm,pre416,5,2,67,8,130,267,294, @miriamrehm 
Dorian,Verboux,pve264,1,0,2,25,"2,146",72,148, @miroslavverbic 
Mizanur,Rahman,pra122,1,0,4,9,"8,268",467,"1,284", @mizanur2253 
Marcos,Dal Bianco,pda191,2,1,29,7,63,470,63, @mjdalbianco 
Matthias,Klaes,pkl20,6,3,80,17,"2,967",70,324, @mkl4es 
Mario,Macis,pma869,10,10,312,9,"2,868",575,891, @mmacis 
Marco,Novarese,pno2,3,0,31,15,19,33,55, @mmarconov 
Mauricio,Moreira,pmo138,6,6,211,18,"1,012",175,435, @mmesquitam 
Marcin,Piatkowski,ppi215,5,1,88,12,"15,600",524,"2,945", @mmpiatkowski 
Erik,Nelson,pne266,4,2,53,12,137,182,69, @mnriles01 
JÃ¸rgen,Modalsli,pmo642,3,0,19,7,179,390,160, @modalsli 
Adam,Ozimek,poz92,2,1,30,1,"66,200",332,"34,100", @modeledbehavior 
Mogens,Fosgerau,pfo10,14,29,762,18,97,87,132, @mogens_fosgerau 
Monica,Martinez-Bravo,pma1375,4,4,69,6,303,373,"1,041", @monicambravo 
Eric,Monnet,pmo745,4,1,40,10,122,140,139, @monneteric 
Jorge,Morales Meoqui,pmo601,1,0,1,7,"2,239",655,116, @moralesmeoqui 
Charles,Moss,pmo212,8,8,277,30,165,23,5, @moss_charles 
Marco,Pelliccia,ppe594,1,0,1,4,"1,184",145,48, @mpelli3 
Michael,Mainelli,pma2164,1,0,4,8,"2,748",177,"3,500", @mrmainelli 
Matthieu,Solignac,pso377,2,0,6,7,"1,579","1,007",436, @msolignac 
MÃ?bariz,Hasanov,pha570,7,4,132,10,488,186,173, @mubariz_hasanov 
Nathalie,de Marcellis-Warin,pde88,2,1,20,13,"8,424","3,968","1,565", @n_demarcellis 
Nacer-Eddine,Hammouda,pha712,2,0,12,12,28,40,18, @nacereddinehamm 
Muhammad,Hanif,pha397,7,4,123,15,90,76,58, @nadimhanif 
Nauro,Campos,pca133,17,34,1080,19,6233,211,548, @naurocampos 
Neda,Trifkovic,ptr257,2,1,24,5,176,447,243, @nedat 
Neil,Lancastle,pla812,1,0,1,2,608,641,697, @neillancastle 
Nelson,Barbosa-Filho,pba98,7,5,228,24,"1,092",274,"4,053", @nelsonhbarbosa 
Nicholas,Rada,pra456,5,1,66,7,"1,207",251,275, @nicholas_rada 
Mark,van Zijll de Jong,pva745,2,0,9,6,178,26,101, @nicvanzee 
Niels,van de Ven,pva222,3,0,15,7,"8,901",397,442, @nicvdsijpe 
Lise,Vesterlund,pve25,18,26,2872,9,278,147,160, @nielsvester 
Volker,Nitsch,pni58,13,17,777,22,318,190,378, @nitschv 
Nathan,Nunn,pnu17,18,22,2600,14,"5,135","1,019","3,923", @nnunn99 
Noel,Muller,pmu564,1,0,1,2,114,455,105, @noelmllr 
NoemÃ?,Navarro,pna169,6,2,110,16,"2,422",250,84, @noenavarro 
Damon,Jones,pjo350,5,5,126,8,"9,186","1,252","10,700", @nomadj1s 
Niclas,Berggren,pbe3,13,17,659,22,"23,800",800,"1,506", @nonicoc 
Nonso,Obikili,pob47,3,0,12,4,"27,900","1,035","5,128", @nonso2 
Nathan,Hendricks,phe387,5,4,88,7,876,464,540, @nphendricks 
Nuno Filipe,Boavida,pbo324,1,0,6,8,578,237,194, @nunoboavida 
Nuno,Palma,ppa251,2,0,7,12,367,290,711, @nunopgpalma 
Geoffrey,Clarke,pcl113,1,0,3,1,882,"1,477",359, @nycgeoff 
David,Backus,pba242,28,39,4595,39,249,10,244, @NYUSternEcon 
Oskar,Kowalewski,pko104,8,7,167,13,34,65,36, @o_kowalewski 
Olvar,Bergland,pbe926,6,4,139,25,"3,945",357,671, @obergland 
Olivier,Bouba-Olga,pbo465,4,1,52,11,"3,405",478,"3,627", @obouba 
Olivier,Blanchard,pbl2,63,124,21171,41,128,193,"19,300", @ojblanchard1 
Olivier,Walther,pwa320,5,0,37,8,764,436,511, @ojwalther 
Oleg,Krasnopjorov,pkr201,1,1,12,8,"1,323",404,557, @okrasnopjorov 
Olena,Havrylchyk,pha384,9,9,301,13,766,849,541, @olenahavrylchyk 
Ole,Rogeberg,pro413,4,3,106,17,"1,736",157,448, @olerogeberg 
Olga,Solleder,pso360,1,1,11,1,"1,100","4,881","1,918", @olgasolleder 
Oliver,Kirui,pki454,3,1,56,6,439,779,364, @oliverkirui 
Olivier,Bos,pbo457,2,1,15,9,484,150,225, @olivierbos 
Olena,Nizalova,pni153,3,2,72,13,"7,135","1,093",679, @olniz 
Orhan,Erdem,per106,3,2,29,10,"6,915",932,"1,589", @orhan_erdem 
Orhan,Torul,pto175,2,0,16,9,"2,669",363,885, @orhantorul 
Olivia,Mitchell,pmi73,28,66,3632,37,"5,593",449,"2,746", @os_mitchell 
Oswaldo,Molina,pmo979,2,0,12,15,995,659,"1,320", @oswaldomolinac 
Olivier,Th√©venon,pth83,6,5,164,18,"4,021","1,312",575, @othevenon 
Owen,Ozier,poz63,4,4,310,12,883,246,972, @owenozier 
Ali,Ozkes,poz53,2,0,9,4,"1,250",466,331, @ozkesali 
Partha,Chatterjee,pch479,4,2,43,7,13,47,7, @p_chatterjee 
Pablo,Salvador,psa413,2,1,45,11,"15,900","1,503","2,270", @pablofsalvador 
Lionel,Page,ppa1108,10,10,172,13,"2,471",282,"2,690", @page_eco 
Paulo,Nunes,pnu9,8,8,309,17,"1,421",426,186, @paldnunes 
Vikas,Rawal,pra76,2,0,17,17,385,146,32, @panread 
Patrick,Bennett,pbe1041,1,0,1,1,46,114,55, @pat_d_bennett 
Patrice,Gaubert,pga589,3,2,57,17,"3,307","2,709","1,306", @patricegaubert1 
Patrick,GaulÃ©,pga219,6,4,101,7,112,410,111, @patrick_gaule 
Paul,Clist,pcl73,5,4,110,16,1326,321,268, @paulclist 
Paul,Niehaus,pni384,6,6,189,10,"1,700",179,"2,840", @paulfniehaus 
Paul,Goldsmith-Pinkham,pgo624,5,4,264,9,"9,647",740,"1,726", @paulgp 
Paul,Krugman,pkr10,51,101,17585,36,"11,800",32,4.5M, @paulkrugman 
Paulo,Gala,pga212,6,4,164,15,"7,143","1,753","3,094", @paulogala 
Paul,Raschky,pra269,9,9,439,11,623,324,433, @paulraschky 
Patrice,Bougette,pbo222,3,0,22,12,572,416,382, @pbougette 
Paul,De Grauwe,pde1077,25,61,2440,45,"1,359",156,"48,500", @pdegrauwe 
Panicos,Demetriades,pde5,18,27,2039,30,"2,271",423,531, @pdemetriades 
Levi,PÃ©rez,ppe450,3,0,25,14,"5,578",484,343, @perezlevi 
Peter,Boettke,pbo185,11,11,329,27,"10,900",236,"8,079", @peterboettke 
Peter,Klein,pkl1,10,10,416,22,"5,828","2,154","8,183", @petergklein 
Peter,Bell,pbe887,1,0,1,8,"19,800","1,474","1,210", @peternbell 
Glen,Peters,ppe462,10,11,608,9,"10,900",625,"7,055", @peters_glen 
Peter,Waterman,pwa6,1,0,1,24,11,3,42, @peterwaterman2 
Peter,Sivey,psi383,7,7,142,8,"1,628",437,366, @petesivey 
Peter,Bent,pbe999,1,0,1,1,"6,561","4,999","3,843", @phbent 
Philippe,Delacote,pde391,7,3,138,11,"1,794",357,196, @phildelacote 
Philip,Levy,ple306,5,4,298,21,"12,600","1,123","1,932", @philipilevy 
Philip,Shapira,psh171,8,6,257,27,596,149,626, @philipshapira 
Paul,HÃ?nermund,phn4,2,0,16,4,"3,430","1,050",556, @phuenermund 
Pierre,Monnin,pmo1000,5,3,127,12,874,100,280, @pierre_monnin 
Pierre,GuÃ©rin,pgu370,4,3,84,7,7,40,7, @pierreconomics 
Pierre-Emmanuel,Th√©rond,pth190,2,0,11,13,936,268,339, @pierretherond 
Thomas,Piketty,ppi17,28,38,4253,25,155,13,"52,500", @pikettylemonde 
Dirk,Pilat,ppi98,11,11,529,25,"6,326","1,252","1,489", @pilatsti 
Peter,Ireland,pir1,22,39,2640,26,"1,974","1,253","1,291", @pirelandatbc 
Pamela,Jakiela,pja260,6,4,219,10,837,942,"3,064", @pjakiela 
Sonia,Plaza,ppl41,5,5,150,7,"2,714","1,169","1,031", @plazasonia 
Paul,Latreille,pla168,9,7,211,25,"12,100","1,328","1,651", @pllatreille 
Paul,Makdissi,pma9,9,8,314,20,250,105,72, @pmakdissi 
Paolo,Manasse,pma149,11,11,641,28,"2,623",976,"2,136", @pmanasse 
Panagiotis,Mantalos,pma697,4,3,161,18,6,41,6, @PMantalos 
Patrice,Laroche,pla140,6,4,208,18,5,9,6, @pmrlaroche 
Pedro,Martins,pma50,17,26,885,18,"3,340","2,936","1,316", @pmrsmartins 
Thomas,Porcher,ppo617,2,0,15,4,"8,420","1,273","32,200", @porcherthomas 
Panu,Pelkonen,ppe467,4,4,119,10,985,188,271, @ppelk 
Philippe,Quirion,pqu23,15,19,784,22,285,164,260, @pquirion1 
Jay,Zagorsky,pza246,6,6,171,24,159,16,260, @prof_jay_z 
Karthik,Muralidharan,pmu102,12,12,769,12,628,126,"5,582", @prof_karthik_m 
Gina,Pieters,ppi307,1,0,3,7,908,619,656, @prof_pieters 
Robert,Engle,pen9,57,104,26383,51,42,21,700, @Prof_RobEngle 
Ahmed,Abd Ellah,pab127,1,0,8,8,256,1269,163, @profahmhamed 
Adrienne,Lucas,plu223,6,5,181,7,137,484,491, @profalucas 
David,Harvey,pha1135,4,3,211,11,"2,815",737,"88,600", @profdavidharvey 
Jason,Potts,ppo78,7,5,255,17,"8,237","2,984","2,187", @profjasonpotts 
Ibrahim,Soliman,pso286,1,0,23,39,18,80,34, @profsoliman 
Steve,Keen,pke123,8,6,241,26,"42,200",709,"50,300", @profstevekeen 
Yannis,Ioannides,pio6,22,39,2005,42,857,106,247, @profymi 
Paul,Schweinzer,psc108,4,2,72,15,147,379,96, @pschweinzer 
Ben,Vermeulen,pve287,1,0,1,5,126,47,49, @pverme 
ThÃ©rÃ¨se,Quang,pqu101,1,1,10,2,394,253,240, @qngth 
Richard,Thaler,pth67,50,73,12746,40,"5,943",500,"120,000", @r_thaler 
Radhika,Pandey,ppa632,4,1,41,7,408,43,372, @radhikaskp 
Rafael,De Hoyos,pde242,7,5,361,12,"2,317",421,"1,536", @rafadehoyos 
Rafael,Cezar,pce118,4,2,57,6,19,71,95, @rafcezarr 
Raymond,Riezman,pri43,18,25,1135,37,114,77,24, @rafer77 
Raffaella,Sadun,psa385,15,16,927,12,"1,747",395,"2,153", @raffasadun 
Rajiv,Sethi,pse5,13,21,870,24,"1,837",410,"2,206", @rajivatbarnard 
Raphael,Franck,pfr128,8,5,214,16,15,185,48, @raphael__franck 
RaÃºl,Bajo-Buenestado,pba571,1,0,2,2,"1,928",192,199, @raulbajob 
Raul,Ramos,pra12,15,19,646,19,322,301,246, @raulramosl 
Raphael,Bergoeing,pbe8,10,12,410,15,"7,950",357,"16,800", @rbergoeingv 
RenÃ©,BÃ¶heim,pbh15,11,11,383,21,"5,196",459,473, @rboheim 
Robert,Metcalfe,pme196,9,9,316,9,"1,638",535,920, @rdmetcalfe 
Rafael,Domenech,pdo18,14,21,885,27,"8,859",429,"6,439", @rdomenechv 
Mark,Reader,pre90,2,0,7,10,"2,517",388,198, @reader_ma 
Joshua,Hendrickson,phe497,3,2,48,7,"6,585",324,"1,756", @rebeleconprof 
Refet,GÃ?rkaynak,pgu93,18,19,2051,14,894,0,"28,500", @refetgurkaynak 
H. Reiju,Mihara,pmi193,4,0,39,23,"9,926",25,983, @reiju21jp 
Remi,Bazillier,pba247,3,2,54,13,"3,149",903,"1,042", @remibaz 
Remy,Lecat,ple453,7,4,131,15,199,198,175, @remylecat 
Renaud,BourlÃ¨s,pbo256,7,6,283,12,804,333,228, @renaudbourles 
Renzo,Rossini,pro502,6,3,81,27,"2,661",747,954, @renzorossini 
Reynold,Nathanael,pna580,1,0,4,1,13,19,53, @reynoldcnathan 
Rebeca,Gomez Betancourt,pgo432,2,0,9,10,"2,297","1,751",908, @rgbetancourt 
Rachel,Glennerster,pgl73,9,9,625,12,"3,304",504,"8,018", @rglenner 
Ricardo,LÃ?pez,plo152,9,8,440,13,57,167,131, @ric4rdol 
Richard,Phelps,pph73,1,0,4,22,"5,999",482,582, @richardpphelps 
Richard,Price,ppr368,3,3,86,16,"2,828",631,"1,690", @richardprice101 
Richard,Tol,pto90,29,102,3605,25,"56,200",435,"6,441", @richardtol 
Riccardo,Puglisi,ppu49,8,7,238,14,"167,000","6,225","23,100", @ricpuglisi 
Robert,Iquiapaza,piq6,1,0,4,11,"1,855",312,56, @riquiapaza 
Rita,Santos,psa1499,4,1,51,8,648,507,519, @ritasantos05 
Nicholas,Rivers,pri290,11,15,289,14,"2,465",326,"1,571", @riversnic 
Raymundo,Campos-Vazquez,pca931,7,6,117,8,3496,482,"3,029", @rmcamposvazquez 
Roberta,Rabellotti,pra101,13,13,576,22,785,340,420, @robertarab 
Robert,Finger,pfi99,6,3,132,10,806,224,464, @robertfinger1 
Robert,Inklaar,pin7,16,25,1389,18,164,37,195, @robertinklaar 
Robert,Elliott,pel11,21,34,1300,23,"2,860","1,781","1,273", @robertjrelliott 
Robert,Shiller,psh69,42,85,9924,46,210,32,"117,000", @robertjshiller 
Roberto,Bande,pba387,4,2,89,17,"1,305",202,138, @roberto_bande 
Roberto,Fortich,pfo103,1,0,8,5,"33,500","1,237","1,390", @robertocarlosf 
Roberto,Iacono,pia29,1,0,1,7,139,567,206, @robertoiacono83 
Roberton,Williams,pwi38,16,21,1171,21,489,180,357, @roberton3will 
Rob,Hyndman,phy3,18,27,1183,25,"1,183",656,"7,244", @robjhyndman 
AndrÃ©s,RodrÃ?guez-Pose,pro131,23,52,1856,22,483,940,"1,679", @rodriguez_pose 
Dani,Rodrik,pro60,50,109,13919,37,"19,800",407,"92,700", @rodrikdani 
Roland,Rathelot,pra238,7,7,410,10,29,201,268, @rolandrathelot 
Isidoro,Romero,pro242,4,1,72,18,"2,880",145,557, @romeroisidoro 
Ronan,Lyons,ply25,3,1,63,5,"21,200",778,"18,200", @ronanlyons 
Knut Einar,Rosendahl,pro819,15,28,851,23,"1,051",558,817, @rosendahlke 
Ross,Hickey,phi116,3,1,23,5,892,269,193, @rossatronhickey 
Rodrigo,Taborda,pta133,3,2,81,21,"1,918",385,85, @rotabori 
Rowena,Gray,pgr390,3,1,29,6,150,541,381, @rowenagray6 
Rahul,Mehrotra,pme692,1,0,3,1,361,"1,069",231, @rrahulmehrotra 
Reimund,Schwarze,psc591,7,5,144,27,"4,202",746,867, @rschwarze 
Richard,Grossman,pgr394,10,10,372,32,437,189,316, @rsgrossman 
Roman,Sheremeta,psh307,19,33,1331,8,25,31,137, @rshereme 
Raphael,Soubeyran,pso102,5,4,132,15,377,211,126, @rsoubeyran 
Christopher,Ruebeck,pru128,4,3,98,12,"4,204",496,244, @ruebeck 
Ryan,Edwards,ped77,1,0,6,1,"18,900","1,506","2,088", @ryanbedwards 
Svetlana,Fedoseeva,pfe405,2,0,10,4,"1,189",126,82, @s_fedoseeva 
SÃ¸ren Hove,Ravn,pra848,3,1,24,16,471,238,362, @s_hoveravn 
Sacchidananda,Mukherjee,pmu174,3,0,32,11,173,170,58, @sachsspeaks 
Salim,Furth,pfu163,1,0,3,1,"36,300",509,"1,998", @salimfurth 
Salvatore,Monni,pmo251,4,3,116,19,"3,606","2,566","3,344", @salvatoremonni 
Sam,Langfield,pla829,6,6,183,5,"2,484","1,251",466, @samlangfield 
William,Darity,pda222,15,24,1015,42,"89,000","1,360","19,700", @sandydarity 
Santiago,SÃ¡nchez-PagÃ©s,psn5,6,4,312,15,"1,497",304,402, @sanpages 
Santiago,Lago-PeÃ±as,pla71,7,5,163,17,"5,921",328,"1,669", @santiagolagop 
Santiago,Tob√≥n,pto355,1,0,1,5,"10,500","1,215","1,647", @santiagotobon 
Paulo,Santos Monteiro,psa407,4,0,32,10,445,359,96, @santosmonteirop 
Saon,Ray,pra545,1,0,1,6,115,58,22, @saonray 
Sarah Grace,See,pse438,1,1,13,5,207,881,108, @sarahgracesee 
Sarah,Jacobson,pja277,4,2,110,10,"3,003",238,851, @sarahjacobsonec 
Sara,Rose Taylor,pro893,1,0,3,1,"2,498","1,068",538, @sararosetaylor 
Sarosh,Khan,pkh13,1,0,8,1,"3,479",586,325, @saroshkhan 
Oleksandr,Talavera,pta65,11,16,416,16,349,58,98, @sashatalavera 
Stefan,Bauernschuster,pba546,10,10,372,9,178,115,111, @sbauernschuster 
Sumon,Bhaumik,pbh26,11,12,545,21,"4,905",83,549, @sbhau 
Ioan Sebastian,Buhai,pbu72,4,2,48,11,"6,915",99,188, @sbuhai 
Santiago,Carbo Valverde,pca189,12,13,650,24,9828,"1,553","5,964", @scarboval 
Jan,Schnellenbach,psc53,10,11,385,15,"2,703",518,449, @schnellenbachj 
Christian,Schubert,psc236,6,4,96,14,"4,216","2,248",893, @schubertdr 
Scott,Irwin,pir28,16,33,1135,32,"8,792","13,200","13,400", @scottirwinui 
Scott,Hegerty,phe290,9,8,321,10,23,367,23, @scottwhegerty 
Samuel,Danthine,pda237,2,0,9,13,"7,320","1,227",283, @sdanthine 
Salim,Dehmej,pde1006,1,0,2,4,"1,490",491,724, @sdehmej 
Sebastian,Dullien,pdu53,6,3,125,15,"2,365",598,"2,038", @sdullien 
Seamus,Hogan,pho247,5,3,89,24,776,29,142, @seamus_hogan 
Sebastian,Gallegos,pga303,4,3,44,8,"1,726","1,470",734, @seba_gallegos 
Sebastian,Fleitas,pfl83,2,0,15,7,"8,813","3,963","2,064", @sebafle 
Sebastian,Fossati,pfo140,2,0,13,10,"1,865",87,102, @sebafossati 
Sebastian,Freille,pfr72,2,1,65,7,"5,004",874,736, @sebafreille 
Sebastian,Goerg,pgo244,6,5,111,10,215,338,265, @sebastianjgoerg 
Marcelo,Villena,pvi237,2,0,17,14,"1,318",902,"1,336", @sebvillemot 
Teodor,Sedlarski,pse425,1,0,2,11,"2,340",783,749, @sedlarski 
Seema,Jayachandran,pja86,12,13,780,16,626,519,"5,223", @seema_econ 
Semih,Tumen,ptu44,6,0,62,8,250,495,342, @semihtumen 
Sendhil,Ramadas,pra810,2,0,10,9,210,724,228, @sendhil_ramadas 
Sener,Salci,psa1406,1,0,5,5,161,218,103, @senersalci 
Jim,Sentance,pse255,1,0,9,1,"2,045",101,158, @sentancej 
Sergei,Guriev,pgu59,16,23,923,18,673,85,"55,400", @sguriev 
Shelly,Lundberg,plu82,26,32,2957,36,"2,231",119,"3,894", @shellyjlundberg 
Oleksandr,Shepotylo,psh191,6,3,167,12,"1,050",471,76, @shepotylo 
Silvia,Gatti,pga597,2,0,5,19,293,9,194, @silviagatti8 
Simon,Reif,pre501,1,0,5,1,534,345,202, @simonreif 
Sinclair,Davidson,pda347,4,3,77,18,"20,800",658,"1,654", @sincdavidson 
Sabrina,Jeworrek,pje150,1,0,3,3,30,97,33, @sjeworrek 
Simon,Wren-Lewis,pwr17,15,22,848,33,"14,000",150,"22,900", @sjwrenlewis 
Fabian,Winter,pwi209,4,1,34,4,46,106,55, @soclgy 
Sofronis,Clerides,pcl7,9,8,1181,21,5124,410,"1,950", @sofronclerides 
Sophie,BÃ©jean,pbj20,3,1,28,26,"3,042","1,098","2,157", @sophiebejean 
Kurt,Mitman,pmi418,9,8,245,6,"3,579",308,"1,030", @sorrytobekurt 
Soumyatanu,Mukherjee,pmu369,1,0,2,7,"2,009",214,83, @soumyatanumukhe 
David,Bieri,pbi53,2,1,13,13,228,324,206, @space_economy 
Stephane,Pallage,ppa3,9,9,457,26,"1,027",751,"1,085", @spallage 
Stefan,Szymanski,psz8,19,32,1437,24,"1,942",349,"8,256", @sszy 
Alexander,Veysov,pve254,1,0,2,13,131,902,"2,605", @stanveuger 
Stanislav,Kolenikov,pko3,7,4,198,15,"7,073","1,085",920, @statstas 
Stefano,Gori,pgo728,1,0,3,9,"1,519","3,791",739, @stefgori73 
Stephen,Tapp,pta221,2,0,14,6,"8,371","1,045","3,713", @stephen_tapp 
Stephen,Gordon,pgo166,7,5,320,26,"40,900",627,"9,831", @stephenfgordon 
Stephen,Kinsella,pki169,5,2,101,12,"35,200","3,425","20,400", @stephenkinsella 
David,Stern,pst75,25,38,3424,26,"2,782",521,833, @sterndavidi 
Steve,Cicala,pci93,3,1,31,6,2152,204,693, @stevecicala 
Sara,Torregrosa-Hetland,pto345,1,0,2,3,"1,646",463,459, @sthetland 
Stijn,Baert,pba1112,6,3,149,6,"2,136",423,"3,025", @stijn_baert 
Soledad,Zignago,pzi32,11,13,1228,18,"8,283","1,614","2,564", @szignago 
Tom,Holden,pho254,3,2,50,9,676,"2,726","1,839", @t_holden 
Theodore,Palivos,ppa134,13,15,526,27,"1,133",177,299, @t_palivos 
Kan,Takeuchi,pta324,2,2,52,1,"6,057",125,"4,196", @takekan 
Takero,Doi,pdo15,6,6,143,19,"8,024",88,"14,900", @takero_doi 
Tammy,Schirle,psc223,5,2,118,11,"9,313",146,"1,927", @tammyschirle 
Tara,Watson,pwa238,8,8,202,18,609,424,517, @taraelizwatson 
Tara,Sinclair,psi150,7,6,167,17,"2,661",990,"2,105", @tarasinc 
Taye,Mengistae,pme90,10,10,411,24,569,220,67, @tayemengistae 
Thomas,Drechsel,pdr141,3,2,100,3,885,618,474, @td_econ 
Thibault,Darcillon,pda721,2,0,9,5,756,640,442, @tdarcillon 
Edward,Miguel,pmi499,26,40,3779,19,"10,700",238,"5,492", @tedmiguel 
Temel,Taskin,pta426,5,3,87,7,536,"1,264",278, @temeltaskin 
Thierry,Warin,pwa190,4,2,59,16,"2,375","1,161",625, @thierry_warin 
Thijs,Knaap,pkn10,3,3,63,16,985,212,169, @thijsknaap 
Thomas,Dee,pde619,18,25,1307,20,971,553,"1,562", @thomas_s_dee 
Thomas,Fent,pfe127,4,1,40,18,34,20,20, @thomasfent 
Thomas,Marsh,pma351,9,5,381,19,9,37,35, @thomaslmarsh1 
Thomas,Peeters,ppe415,5,3,51,9,356,204,206, @thpeeter 
Thomas,Ziesemer,pzi7,8,7,235,28,2,2,10, @thwziesemer 
Isaac,SÃ¡nchez-JuÃ¡rez,pju66,5,5,154,4,"4,979","3,229","4,292", @tiempoeconomico 
Tilman,BrÃ?ck,pbr19,12,12,406,16,101,380,302, @tilmanbrueck 
Timothy,Bartik,pba76,16,24,1848,33,"5,166","1,599","1,813", @timbartik 
Tim,Leunig,ple341,7,7,161,19,"5,833",131,"6,559", @timleunig 
Timothy,Worrall,pwo43,7,6,896,31,42,82,23, @timsworrall 
Katrin,Tinn,pti91,2,0,8,7,147,104,113, @tinn_katrin 
T. Kirk,White,pwh3,6,3,147,16,58,34,22, @tkirkwhite 
Tomas,Nilsson,pni30,3,2,58,9,"2,451",154,357, @tknilsso 
Thomas,McGregor,pmc276,1,0,4,9,33,73,59, @tmjmcgregor 
Tommaso,Nannicini,pna56,17,20,1275,13,"7,864","1,747","10,600", @tnannicini 
Tom,Kompas,pko136,12,16,473,32,"3,395","1,661","2,350", @tom_kompas 
Tomaso,Duso,pdu6,11,13,380,19,882,304,369, @tomaso_duso 
Anthony,Orji,por167,2,0,11,7,"3,525","1,043",357, @tonyorji1 
David,Byrne,pby17,6,6,206,15,703,95,419, @tornqvist999 
V√≠ctor,Torres Preciado,pto206,2,0,8,9,933,164,67, @torrespreciado 
Theodore,Panagiotidis,ppa215,12,15,487,17,"2,135",252,206, @tpanagiotidis 
Douglas,Campbell,pca584,4,1,34,7,"1,348","5,982","6,179", @tradeandmoney 
Jonathan,Dingel,pdi319,3,2,79,5,"3,242",156,982, @tradediversion 
Trevor,Tombe,pto222,6,5,203,7,"46,500","4,102","9,918", @trevortombe 
Mihaly,Himics,phi176,4,1,44,9,29,58,13, @trialsolution 
Trilce,Navarrete,pna552,2,0,8,4,"4,485",422,681, @trilcenavarrete 
Tuukka,Saarimaa,psa721,5,2,78,13,"4,045","1,624","2,546", @tsaarimaa 
Sandy,Tubeuf,ptu63,6,5,169,9,834,474,308, @tube_of_sand 
David,Tuesta,ptu97,5,4,95,13,"15,300",472,"3,856", @tuestadavid 
David,Evans,pev50,5,3,176,12,"9,095",514,"8,281", @tukopamoja 
Tomas,Williams,pwi197,4,3,48,8,"2,338",543,267, @twilliams8 
Jesus,Ramos-Martin,pra54,6,3,93,13,"9,525",355,611, @txusramos 
Tyler,Ransom,pra541,2,1,29,3,"1,945",539,391, @tyleransom 
Urszula,Szczerbowicz,psz51,4,1,81,7,826,677,649, @u_szczerbowicz 
John,Chilton,pch803,4,3,61,25,7599,648,278, @uaeeconomist 
Paloma,Ubeda,pub10,3,1,29,6,208,488,229, @ubedapaloma 
Ugo,Fratesi,pfr40,7,5,264,16,34,248,276, @ugofratesi 
Ulf,Rinne,pri117,12,17,423,12,844,258,225, @ulfrinne 
Beatrice,Cherrier,pch1668,3,0,21,10,12300,"4,752","7,368", @undercoverhist 
Ugo,Panizza,ppa92,25,48,2959,21,"5,291",673,"1,415", @upanizza 
Ryan,Decker,pde1061,6,5,203,4,"16,100",462,"2,629", @updatedpriors 
Ram Upendra,Das,pda267,2,0,7,15,"3,471",325,"3,688", @upendra900 
Rafael,Pereira,ppe512,1,0,4,6,"7,443","1,916","6,801", @urbandemog 
Ville,Pikkarainen,ppi441,1,0,1,1,678,"12,700","11,600", @v_pikkarainen 
Vahid,Mohamad Taghvaee,pmo908,1,0,4,3,36,31,25, @vahidestan 
Valeria,Rueda,pru297,1,1,14,4,174,511,149, @valiguaran 
Vicente,Perez-Chamorro,ppe340,1,0,9,1,19,50,35, @vapercha 
Juan,Sanchez,psa150,9,8,373,14,"2,035",398,426, @vediense 
VerÃ?nica,Escudero,pes138,2,1,32,9,243,"1,254","1,357", @veescudero_ 
Vicente,Royuela,pro311,13,16,473,17,366,152,178, @vicenteroyuela 
Karen,Clay,pcl25,8,8,357,26,2248,"2,127","10,200", @victorclaar 
Viktor,Ledenyov,ple670,1,0,3,6,"1,307","2,410",256, @viktoroledenyov 
Vincent,Grossmann-Wirth,pgr576,1,0,3,6,749,"1,578",549, @vincegw 
Vincent,Geloso,pge257,2,0,6,4,"10,900","1,501","2,200", @vincentgeloso 
Vincent,Pons,ppo637,2,1,103,6,858,"1,230","2,086", @vinpons 
Virginie,Coudert,pco112,17,23,852,31,137,196,157, @virginiecouder1 
Vani,Borooah,pbo27,10,10,429,37,7,24,16, @vkborooah 
Valentino,Larcinese,pla117,9,7,287,16,"1,318",265,801, @vlarcinese 
